2023-06-29 07:40:01 INFO     Starting training with lr=0.0001, n_epoch=12
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 32/2012 sequences (1.59%) | Training Loss: 0.875487 | Elapsed Time: 1.17s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 64/2012 sequences (3.18%) | Training Loss: 0.487667 | Elapsed Time: 1.22s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 96/2012 sequences (4.77%) | Training Loss: 0.377800 | Elapsed Time: 1.26s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 128/2012 sequences (6.36%) | Training Loss: 0.285203 | Elapsed Time: 1.29s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 160/2012 sequences (7.95%) | Training Loss: 0.228796 | Elapsed Time: 1.33s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 192/2012 sequences (9.54%) | Training Loss: 0.260151 | Elapsed Time: 1.37s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 224/2012 sequences (11.13%) | Training Loss: 0.252355 | Elapsed Time: 1.41s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 256/2012 sequences (12.72%) | Training Loss: 0.256593 | Elapsed Time: 1.45s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 288/2012 sequences (14.31%) | Training Loss: 0.249593 | Elapsed Time: 1.48s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 320/2012 sequences (15.90%) | Training Loss: 0.242603 | Elapsed Time: 1.52s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 352/2012 sequences (17.50%) | Training Loss: 0.221060 | Elapsed Time: 1.56s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 384/2012 sequences (19.09%) | Training Loss: 0.228555 | Elapsed Time: 1.59s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 416/2012 sequences (20.68%) | Training Loss: 0.212057 | Elapsed Time: 1.63s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 448/2012 sequences (22.27%) | Training Loss: 0.223834 | Elapsed Time: 1.67s
2023-06-29 07:40:02 INFO     Epoch 1/12 | Processed 480/2012 sequences (23.86%) | Training Loss: 0.211585 | Elapsed Time: 1.71s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 512/2012 sequences (25.45%) | Training Loss: 0.201830 | Elapsed Time: 1.74s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 544/2012 sequences (27.04%) | Training Loss: 0.193399 | Elapsed Time: 1.78s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 576/2012 sequences (28.63%) | Training Loss: 0.185285 | Elapsed Time: 1.81s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 608/2012 sequences (30.22%) | Training Loss: 0.177263 | Elapsed Time: 1.85s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 640/2012 sequences (31.81%) | Training Loss: 0.181263 | Elapsed Time: 1.89s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 672/2012 sequences (33.40%) | Training Loss: 0.179360 | Elapsed Time: 1.92s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 704/2012 sequences (34.99%) | Training Loss: 0.171854 | Elapsed Time: 1.96s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 736/2012 sequences (36.58%) | Training Loss: 0.175798 | Elapsed Time: 2.00s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 768/2012 sequences (38.17%) | Training Loss: 0.168915 | Elapsed Time: 2.03s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 800/2012 sequences (39.76%) | Training Loss: 0.162515 | Elapsed Time: 2.07s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 832/2012 sequences (41.35%) | Training Loss: 0.165780 | Elapsed Time: 2.11s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 864/2012 sequences (42.94%) | Training Loss: 0.159904 | Elapsed Time: 2.14s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 896/2012 sequences (44.53%) | Training Loss: 0.162359 | Elapsed Time: 2.18s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 928/2012 sequences (46.12%) | Training Loss: 0.156992 | Elapsed Time: 2.21s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 960/2012 sequences (47.71%) | Training Loss: 0.151983 | Elapsed Time: 2.25s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 992/2012 sequences (49.30%) | Training Loss: 0.159267 | Elapsed Time: 2.29s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 1024/2012 sequences (50.89%) | Training Loss: 0.159623 | Elapsed Time: 2.32s
2023-06-29 07:40:03 INFO     Epoch 1/12 | Processed 1056/2012 sequences (52.49%) | Training Loss: 0.164536 | Elapsed Time: 2.36s
